label,tweet
neutral,@united sent DM's
neutral,@United line up @iah #IAH @AirlineGeeks #avgeek http://t.co/dJHXvJT201
neutral,@united Bought a round trip to Chicago two days ago...today the same flight is half that! Is there any way for me to get that discount??
neutral,@United Stars and Bars @iah #A320 @airlineguys @AirlineGeeks #avgeek http://t.co/mWSoGUC33p
neutral,@united in Bogota with no wallet is no fun. :-(
neutral,@united I will give it a couple more weeks. Thank you.
neutral,@united happens every time in and out of Newark.
neutral,@united will I make it with the delay?
neutral,@united  I'm on standby for my connecting flight. 1st on the list.  NudgeNudge I'm told there are four slots open. Save it for me.  Please.
neutral,@united looking back - never heard from anyone - I had to call and frankly got standard SOP - still think about it today
neutral,@united I am on 1528 and my connecting flight is 909
neutral,@united Just got interrogated at the United Club Chicago. #UnitedAirlines #rude #PoorForm
neutral,@united can I access Frankfurt arrival lounge when I'm flying global first class?
neutral,@united @NTrustOpen can i go  #GolfUnited
neutral,@united I got an email from cust. care for an issue I had offering me a voucher. How do I claim that? I emailed back but got no reply. DM me
neutral,@united i would like to know if its possiable to checkin online or must it be done at Schiphol?
neutral,@united how do you go fr Silver Elite for two straight years to group 5 all the time?  I get no group 2 but maybe 3 or 4?  What's up?
neutral,@united What delivery service do you use? I'd like to call them myself.
neutral,@united it's cool. I didn't need to go to work today. Or get home to make sure my house is ok in the -30 wind chill.
neutral,@united please reroute Oregon Women's Tennis to Santa Barbara. There's supposedly another connection from LA.
neutral,@united online inchecking able in the Netherlands (ams)?
neutral,"@united When will you have special promotions for flights departing Newark, NJ to St. John's, Antigua?"
neutral,@united Hi if a premium ec upgrade was paid for &amp; then a mileage BF upgrade done is the prem Eco upgrade fare refunded?
neutral,"@United, #deaffriendly? Getting there. Read your review on http://t.co/2Brt0aTHaU: http://t.co/WzNp5q1M0H"
neutral,@united DM the conf # to you - did you receive it?
neutral,@united still waiting for a response on whether or not you allow use of a rear facing car seat on an ERJ145.
neutral,@united @estellevw does she need to complain on Twitter for the refund or is it auto-applied?
neutral,"@united no, I have a pricey Chase Mileage Plus CC."
neutral,"@united I have 2d and 3d embossed badges and patches superior to the ones you are currently using. http://t.co/3fq3XElbOn"
neutral,"@united Death in the family cannot make flight tomorrow. Phone rep quoted $440 per person fee, which is almost the cost of ticket. Help?"
neutral,@united I'm a UA 1k. I think it's @iamtedking who was looking for help
neutral,@united  RES # 0167560070877     Fsqthg   Thanks
neutral,@united @perfectomobile You really shouldn't use the word 'crashing.' Just sayin'.
neutral,"@united need assistance to change flight to get to an ailing parent..have flight leaving Tuesday need to change ASAP to sooner #custserv"
neutral,@united you need to follow me I order for me to DM....
neutral,@united Airlines is changing #mileageplus program March 1 http://t.co/4ojE523PTw
neutral,@united There is only one club at LAX  - in terminal 7 across from gate 71
neutral,@united @perfectomobile Definately not an award for employer of the year #united13
neutral,"@united  Need to change flight from this Tuesday to sooner to attend to ailing parent in FL, Need help!! #custserv"
neutral,@united I have already emailed but I didn't know if it was more expedient to contact you here. Please advise. Thanks.
neutral,@united yes when I landed.
neutral,@united @iamtedking http://t.co/UCZzP9YpHk click lounges tab. Need to be flying on supported S/A airline
neutral,"@united For my Grandma Ella's 80th, she would love a birthday greeting from your flight crew! She was a stewardess for Eastern Airlines."
neutral,"@united is hiring - Flight Dispatcher - Chicago, IL (Network Operations Centerl) https://t.co/lio6oCpTEQ"
neutral,@united have all 747-400s been updated with power outlets and seat-back TVs yet? Flying ORD to Tokyo-Narita on the 28th
neutral,@united any news?
neutral,"@united THIS IS THE  YEAR FOR VAN GOGH FANS TO VISIT EUROPE http://t.co/e1EOfthgAJ"
neutral,"@united @AmericanAir THIS IS THE  YEAR FOR VAN GOGH FANS TO VISIT EUROPE http://t.co/e1EOfthgAJ"
neutral,@united - who can eat at an airport for $7? #areyounew? #incompetent #no800number #feeltheheat
neutral,@united I did not.  That's why I am VERY concerned.
neutral,@united Trying to locate passenger that landed 2 hrs ago in @HeathrowAirport UA938. can you assist? Is flight still in customs? PLEASE help
neutral,@united for a fee...
neutral,"@united Hi, booked a flight yesterday and received an email w/ confirmation number but today I got this error ""no active flight segments"""
neutral,@united any updates with the DOT looking at the united fares from London to the US from last week?
neutral,"@united I don't have a milage number. I can't sent my mail to you via DM, you're not following me. I follow you now, so you can sent me a DM"
neutral,@united refund?
neutral,@united aisle please
neutral,@united @staralliance good.  Maybe that will make up for losing my medallion.  #ProbablyNot
neutral,@united I live abroad and am Flight Booking Problems flights for when I come visit the states :(
neutral,@united I have.
neutral,@united next day
neutral,@united I filled out the form but I havenâ€™t received any sort of email confirmation that itâ€™s been received. Is that normal?
neutral,@united @UnitedFlyerHD @United_Airline N26902 Dreamliner leaves London Heathrow. @B787fans http://t.co/aI0Yzwt8Za
neutral,@united ok. Can I DM you the info?
neutral,"@united KOA-LAX should have fresh food service, right?"
neutral,@united will do. Thank you!
neutral,"@united Okay, thank you both."
neutral,"@united they had snacks available, just no fresh food...not sure what happened, but I'm sure we will grab a bite before our SFO connection"
neutral,@united done as requested.
neutral,@united Turkish Airlines rebooked us a United flight on our second leg from FRA -&gt; IAD. Is there any way to check if upgrades are available?
neutral,@united hey I left my favorite blanket on the plane bring it back home to me:-(
neutral,@united followed &amp; DM'd.
neutral,@united I want a hotel room and a whiskey.
neutral,@united flight...gotta make this connector
neutral,@united - ok noted. All details will be DM'ed to you shortly.
neutral,@united any info on delays at SFO tomorrow due to low clouds?
neutral,@united thanks
neutral,"@united we finally just arrive to Bogota, good but long flight!!"
neutral,@united Want to make my day? :) Friend is Premier &amp; I should be soon. Any chance you can upgrade our two 10 hr leg of flights to ecom plus?
neutral,@united that's of course in lax
neutral,@united ok thanks! Where are you counters located? And how Late Flight are they open?
neutral,@united DCA-EWR Flight #4372
neutral,@united any chance you could look into my problem from earlier?
neutral,@united can you please tell me where United flies to from Sydney Australia - pref Asia Pac or US as I have a voucher to redeem.
neutral,@united I have flights that don't appear to have been applied to my MileagePlus account. Can you help?
neutral,"@united @VUSA_Australia I'm just an Aussie cowgirl lookin' for my cowboy. Take me to Fort Worth, Estelle says I'll find him there!"
neutral,@United should find a way to distinguish boarding of premier members and credit card holders. Group 2 is too big!
neutral,@united was in the air. Just DMd you
neutral,@united sprinted from C concourse to E and just made it. Coughed up a lung in the process but am now in CLT! Tnx!
neutral,@united hey! think someone could meet me with my book when I arrive at @loganairports at 10:30? It's yes please #amypoehler. Oscar took it.
neutral,"@united Hopefully They will give me a feedback, bafore my flight..."
neutral,@united i now see it's 72 hours. Thanks
neutral,@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks
neutral,"@united @staralliance Very nice at LHR, congrats, but I'm sticking with AA/#BA. @AmericanAir @British_Airways"
neutral,@united Flight 280
neutral,@united Flight 1640 (N33289) arrives at @FlyTPA following flight from @iah http://t.co/RvCDA2nnme
neutral,"@united yes, you can. I will DM."
neutral,@united hi! I just bought a flight with united through ebokeers from Paris to Miami. Do I have any chance to check that everything is ok?
neutral,"@united no worries, I think itâ€™s under control. (the emails are keeping me informed)"
neutral,@united ^JT is the ORD to PHL flight at 9:15 PM (CDT) delayed? DM I'm kinda hoping not to be stranded at ORD either.
neutral,@united what happened to flight status map? It was so cool..
neutral,@united Hi guys. I submitted a request for ticket/hotel reimbursement for a delayed/over night stay coming back from the Dominican. Help?
neutral,"@united yes, I want to complain. Your coworker was neither. Is there a customer service point airside?"
neutral,"â€œ@united: @ItsAaronChriz Sorry to hear about your flight. Do you need help reFlight Booking Problems?â€ù _Ÿ‘_"
neutral,"@united Alright, thank you. Is there a page that says the routes you have for each aircraft? Specifically the 787."
neutral,@united I just sent a long note with some suggestions. Thanks for getting back to me.
neutral,@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?
neutral,@united PTY to PIT via IAH
neutral,@united Is it possible to redeem miles for one part of a round trip itinerary without having to book two separate reservations?
neutral,@united sent
neutral,"@united, Understandable. I did try Flight Booking Problems several times for 2 passengers &amp; got the messages I mentioned before. As for the agents price???"
neutral,@united patiently drinking and tweeting about my experience
neutral,"@united's in-flight promo on their TV's includes Brian Williams. Tough to edit that quickly. Not a complaint, just an observation."
neutral,@united How many 787s do you currently operate and what other aircraft do you operate?
neutral,@united it's operated by united as it's a heathrow-Newark flight
neutral,@united when southwest did this to us -- a mechanical problem at least they gave us round trip vouchers. Will you step up to the pLate Flight too?
neutral,@united my reservation were changed so that I can longer make my connecting flight. How can I change this without incurring a fee?
neutral,@united flight 5431
neutral,@united @ShulemStern @gg8929 Raise a dispute with your cc provider and they will hopefully clear it for you.
neutral,@united chase says no referral bonus. Thanks.
neutral,@united Cancelled Flighting. bought a ticket for a friend but cant get the credit under my name
neutral,@united trade show! Come by both 130 for awesome deals on #sunkist and @webbernaturals! $$ http://t.co/1L9sCWPhph
neutral,@united please help! Left my iPad Air 2 on my flight from NYC to Paris yesterday and canâ€™t get in touch with anyone locally. What to do?
neutral,@united How much is baggage check for International flights?
neutral,@united #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf
neutral,@united if I have credit from a flight I Cancelled Flightled does the new flt have to be booked by 1 yr from orig purchase date or flown by that date?
neutral,@united this is me and my partners first trip to #NYC I bought the tickets at the same time Please seat us next to each other ConF# ILC0HP
neutral,@united one last thing....United club crackers...nabisco?? Where are the Pepperidge Farms?
neutral,"@united ha, this happened 10 years ago. i haven't flown with you since."
neutral,@united You please do not burn my dreams !!!  #burningman tickets sales today.
neutral,@united can you send a personal plane to get us out of school? It's icing and we don't want to get stuck here @ansleyhutson @emily_donneIIy
neutral,@united to start 3xweekly #B737-900 flights from #NewOrleans to #Cancun on between 9MAY-5SEP #avgeek
neutral,"@united FAIL set to song. http://t.co/Axpn28xiQB ""United Breaks Guitars"" &lt; LMAO!"
neutral,"@united yes, would love an upgrade or voucher,  please give me a call 9148445695"
neutral,"@united how come it's cheaper to fly to BKK than NRT even though to get to BKK you take an extra flight, from NRT!"
neutral,"@united 6344,6373, Sfo-Dfw also 1576 SFO-ORD"
neutral,@united flying out of STL Saturday where they are expecting ice &amp; snow. When should we start looking for travel waivers? Thanks!
neutral,@united Can I add miles from my January Air China flight to my MileagePlus account?
neutral,@united I submitted a status match last week and have not heard back. Im a delta customer looking to switch to United. Please assist.
neutral,@united did not get names...Dallas flight and Chicago
neutral,@united @annricord January 15th.
neutral,"@united is pri boarding for ""Active Military"" or only ""In Uniform?"" 90% can't travel in uniform for OPSEC reason, even on official travel"
neutral,@united leisure. Military personnel for safety reason R highly recommended to not travel in uniform
neutral,@united How long can I expect the formal response to take?
neutral,"@united Hi, I am flying domestic first from SEA to HNL. Can I pay to use the lounge before I fly or this is just for international? Thanks"
neutral,"@united Do you mean ""fortunately""? I don't want my flight to be affected! _Ÿ˜‰"
neutral,"@united volumes, profit up http://t.co/pKfI9bTtzf #aviation #aircargo http://t.co/BBj6kMTYUl"
neutral,@united it sucks not having the money to book a flight to see the love of my life. 2600 miles away.
neutral,"@united speaking of my flight, skateboards are allowed as carry on bagage right? No extra payment needed?"
neutral,@united The link in the message I was replying to. #3thparty #ITproblems
neutral,"@united Hi, I read there are weather warnings on the East Coast of the US. Would a flight from LHR to SFO be affected?"
neutral,@united am I allowed to bring a duffle bag and back pack as my carry on and personal item? Flying out of NY
neutral,"@united Thanks. UA1121, DEN, 40 min on tarmac."
neutral,"@united I am flying from msp to dxb, my child will turn 2 during the trip do I have to buy a return ticket for my child?"
neutral,"@united even with the multiplier the ticket price will still never equal the amount of miles you travel, even for transatlantic flights!"
neutral,@united so if this game was the one reason I payed for @DIRECTV is there something we could work out here? http://t.co/HQDTK6aTue
neutral,@united Hello. Just wondering how long it might take for Turkish Airlines flights to show up in my United miles. Thanks.
neutral,"@united Great, thank you!! I'll send it now."
neutral,@united returned from vacation + went to luggage services. Golf bag was presented in clear wrap that could've been used in the first place.
neutral,@united @annricord both!
neutral,@united This link in your tweet goes to someone's internal email -&gt; http://t.co/ZksX79itdN...... Probably one of your 3rd party IT contracts
neutral,@united 618 was flight out of Houston
neutral,"@united 374 ORD to ROC. Fam came to see me at SNA. I'm a member, so is my dad. He used his miles for them."
neutral,@united is there a referral program for the Milageplus explorer card?
neutral,@united obviously
neutral,@united I sent an email describing my experience. Looking forward to a follow up to hopefully make it right.
neutral,@united how about changing RNO -DEN non-stop In May (9) from 6am to Late Flight morning or early afternoon?
neutral,@united #UnitedAirlines wont wait 10min for fam w 2yr old connecting. flight leaves early instead for airport that is planes last stop today
neutral,@united instead of Bourbon street how about #quiet #planes #SaveTheDiagonals
neutral,"@united captain ""we apologize for the delay, the company is looking for an open gate (glance starboard side, see 5 open gates)"
neutral,@united reinstating the kosher meals that were dropped shortly after the merger?
neutral,@United is it possible to upfare to P a segment where I have a GPU waitlisted?
neutral,@united I Want a Plane dad
neutral,"@united What does ""Cabin Functionality"" mean when I'm taking a customer satisfaction survey?"
neutral,"@united Some 3rd party service known as EZEE flights. A man, who confirmed he was born in India, told me his name was Steve Wilson."
neutral,"@united We were told by United to ""carry over/carry back"" for the refund."
neutral,"@united no, I had to leave for work. Would have not been possible. So I would love to have this replaced now"
neutral,@united does forelock guarantee the fare only or fare &amp; seats?
neutral,"@united Does the economy plus cabin also qualifies as a ""premium"" cabin?"
neutral,@united no thanks
neutral,"@united Yesterday, I'm sorted now."
neutral,@united do you have an e-mail address I can write my account to? Might be less likely to disappear
neutral,"@united 877 from amsterdam to ewr, 02.27.2015, 737-300."
neutral,@united but the gate agent and club staff got me priority standby for next so might only be minor disaster...#travelingwithsmallkids
neutral,@united @gg8929 Ladies and gents - United Airlines...
neutral,@united Allright! Last question : the power outlets on my flight are available in the premium cabin. Does that include economy plus cabin?
neutral,"@united Well, It's LA and then a 2hr+ car ride to a dark Palm Springs technically. Maybe I'll get bumped to 1st class Den to PHL on Friday:)"
neutral,@united I believe you have to follow me in order for me send you a DM
neutral,"@united Hi, can you email me here so i can share the details? Thanks. frank@postsecret.com"
neutral,@united Can you explain how it rewards us elite Premiere 1K members?
neutral,@united for our birthdays my fiancÃ© &amp; I want to travel Late Flight April. You're our fave airline but Frontier has this: http://t.co/uayWrr45as :-/
neutral,@united Iâ€™m resending the confirmation code in a DM
neutral,@United Airlines' CEO Jeff Smisek: Disloyal to Loyal Workers http://t.co/0cevY3P42b via @HuffPostBiz
neutral,"@united The guidelines say 10x9x17, my bag is 20x15.7x8.7, so it's a bit taller than the guidelines. Is that gonna be a problem?"
neutral,"@united do you think there Will problems at Newark, NJ on Saturday due to expected snow?"
neutral,@united Got it.  I am following the United page.
neutral,@united  @MrAndyEp like 2 weeks after my flight!?!? Creative!
neutral,@united Currently on standby to Lax then it is a 2 hour ride to Palm Springs. Long day starting at a snowy 3:30 am in philly.
neutral,"@united No, I do not. I was only given a Flight Booking Problems reference number."
neutral,@united can you send me another confirmation email?
neutral,"@united sorry, wrong link for the bag : http://t.co/pZAl4wtrEZ Thats the one i meant"
neutral,"@united take a lesson from @VirginAmerica , they know how to treat customers!"
neutral,"@united Hi again, any updates here?"
neutral,@united Could you tell me if this bag would be accepted as a personal item ? Can i bring one carry-on bag plus this? http://t.co/U390cZpLHl
neutral,@united flt 4567 has had two more updates in the last 3 minutes.
neutral,@united was never given one
neutral,"@united No, not received any e-mails in either Inbox or junk/spam"
neutral,@united What is the policy behind changing passengers' seating assignments at the gate?
neutral,@united Q: Just purchased ticket to #Hawaii for trip in Late Flight-March. Does this mean we will acquire miles based on price or distance flown?
neutral,"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl"
neutral,@united Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site
neutral,"@united Is there a way to get  a copy of Feb's edition of Hemisphere magazine with out flying?"
neutral,"@united I normally ask people to put on headphones...but not toddlers. Maybe planes should have a ""kid"" section (near the back) ;)"
neutral,@united Confirmation number: NJV4BP - All I need is email confirmation of flight from NYC - SFO Feb 4
neutral,@United Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards
neutral,@united thank you!!!!! And next flight to Durango then driving to Farmington New Mexico for work! But hitting the slopes in Durango!
neutral,Thx! Stand by! â€œ@united: @rajuchinthala I know it's frustrating and I do appreciate your patience while we try to get you on your way. ^JHâ€ù
neutral,"@united roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin, pretty pricey via United. Can you match them?"
neutral,@united that's what I thought! Thanks for the clarification!
neutral,"@united + UA has been rolling out improvements too, we think. Hoping they'll catch up soon? Meantime, ANA is our preference!"
neutral,@united i need my confirmation number! Can you give it to me?
neutral,@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.
neutral,@united all day travel. #swag #ijustwanttosleep
neutral,@united Filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15
neutral,@united how much does it cost to check in an additional bag? Traveling from newark to glasgow. Thank you :)
neutral,@united clicked on the link and got this? #confused http://t.co/xMAQcucWZl
neutral,@united even though technically after I land I will be silver?
neutral,"@SouthwestAir I'm teaching new #travelers how to research, #budget &amp; #save for a trip today! http://t.co/Qll48r57ep"
neutral,@SouthwestAir can you follow me so I can send you the info?
neutral,@SouthwestAir once again on Glassdoor's Best Places To Work snagging # 15 overall #notsurprising #LUVthem
neutral,@SouthwestAir can you update me on the emergency landing in Jacksonville right now? #parentsonboard
neutral,@SouthwestAir I have been on hold for over 28 minutes  please help http://t.co/Fx9BIJlxAt
neutral,@SouthwestAir can y'all develop Ding for a chrome/Firefox browser extension? That would be swell
neutral,@SouthwestAir can take u to Midway-Chicago March 8th-April 6th. Can't make it then? @AmericanAir can get u to @fly2ohare year round. #FlyPBI
neutral,@SouthwestAir did you know that suicide is the second leading cause of death among teens 10-24
neutral,.@SouthwestAir she needs a wheelchair at the gate for sure. What options does she have?
neutral,@SouthwestAir Do you promise to not unfollow me? _Ÿ˜‰
neutral,@SouthwestAir Just DMed you my confirmation number.
neutral,"@SouthwestAir oh, is it only in Atlanta?"
neutral,"@SouthwestAir sure, please follow me so I can do so?"
neutral,@SouthwestAir sent!
neutral,@SouthwestAir I'm following now
neutral,@SouthwestAir what is the status of the bag check area at FFL?
neutral,"@SouthwestAir my flight at BWI is delayed and I will miss my flight in Denver, is there a way to find out if they will hold the plane?"
neutral,@SouthwestAir Teyana Taylor Performing #MedusaFridays 2.27 Free Till11 http://t.co/qwFMoQ0dQl http://t.co/kbb0B5FxMK #TheMenOfBusiness
neutral,@SouthwestAir I have a 5:30 flight out of Birmingham tomorrow night. Can I reschedule it for an earlier flight because of the expected snow?
neutral,You have to follow me back so that I can DM @SouthwestAir
neutral,@SouthwestAir 3rd time flying southwest in two years. Have another trip back to mx on October.
neutral,@SouthwestAir done
neutral,@SouthwestAir Any idea when the winter advisory will be posted for ATL for tomorrow (2/25)?? I'd rather get to PHL tonight.
neutral,@SouthwestAir Barzegar charges tourists 700 euros [!] a night for their stay in the tent village he runs. http://t.co/igSVzvrbbN
neutral,@SouthwestAir can you please make sense of the companion promo? How to we set it up?
neutral,@SouthwestAir unfortunately I don't even have that. My phone died before o had a chance to grab it. It was from OMA to SAN from 3/27-4/2
neutral,@SouthwestAir live in Atlanta but cant enroll in your Atlanta companion promotion. Error every time. Can you help? Also sent email. Thanks!
neutral,"@SouthwestAir That was Chantilly, Paris, France."
neutral,@SouthwestAir hey I'm flying from Tampa to Denver today and I want to know if there will be tv's in the seats like @JetBlue
neutral,@SouthwestAir and Carol Thrower are passengers. Fort Lauderdale airport.
neutral,@SouthwestAir Airline trouble &amp; not getting satisfactory customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!
neutral,@SouthwestAir hey southwest! Help me find a flight from Nashville - Washington DC or Raleigh for under $150 on March 15 please!
neutral,@SouthwestAir Thank you!
neutral,@SouthwestAir traditionally used sledge hammer - low $ taking share from driving | now scalpel approach through data science  #ANAmarketers
neutral,@SouthwestAir is America's largest airline by passengers carried! Wonder if this is b/c they have a 'Customer Service Bible' #ANAmarketers
neutral,@SouthwestAir is there a resource to check delays/Cancelled Flightlations out of Love Field? Flying out tomorrow am and stressed about weather! âù„ï¸è
neutral,@SouthwestAir An Oscar-worthy entrance into LA. http://t.co/10tmtHVFDC
neutral,@SouthwestAir @PHLAirport Will Flight 2155 that arrives at E11 be a penguin plane?
neutral,@SouthwestAir #stepup #makeitright re you best? Or just money hungry? #wewillsee
neutral,"@SouthwestAir- ...was only less than 3500pts, but it helped. Had PartnerRewards incoming, but not fast enough to keep pts from expiring."
neutral,"@SouthwestAir- Wife's RR pts expired a few days ago, were planning on Flight Booking Problems trip today. Anything you can do for us? On a tight budget..."
neutral,@SouthwestAir I urgently need two receipts sent but CS is closed. Can you help?
neutral,@SouthwestAir sent
neutral,^CB how do you know? @SouthwestAir
neutral,@SouthwestAir the flight isn't that empty.... Is this rude or not? http://t.co/4RL0p5JChB
neutral,@SouthwestAir I was not the one traveling. I was asking for my sister who was waiting on my nephew in Midland...flight eventually landed
neutral,@SouthwestAir it's a new day and a new chance for you to do the right thing it's never too Late Flight to be honest.
neutral,"@SouthwestAir quick question - i bought wifi for my phone, do I have to buy it again on my tablet? I have 9 hours left on my trip"
neutral,"@SouthwestAir Hello SWA, Who is your POC for partnerships with nonprofit organizations in BWI area?"
neutral,"@SouthwestAir you should have assigned seating, because now my cousin &amp; I probably can't sit together on our flight tomorrow.. Thanks."
neutral,@SouthwestAir forget wedding fairs. How about discounts for nonprofits? We donate part of our worth every single day
neutral,@SouthwestAir Please lower my plane flight by like $100 bucks!! Thanks~ #FloridaVacation
neutral,@SouthwestAir should offer cdn border towns incentive to fly since exchange rates are #hurt. #customerappreciation #gaincustomers #keepem2
neutral,@SouthwestAir reference #: 261093929756
neutral,@SouthwestAir Do you know the reason flight #336 from Dallas to Midland was diverted to Lubbock? Was suppose to be direct to Midland.
neutral,"See you in ATL! â€œ@SouthwestAir: Congrats to our #DestinationDragons winners! Ready, Atlanta? http://t.co/AY1GIdcfa4 http://t.co/yC7V2s0iOdâ€ù"
neutral,@SouthwestAir if I am enrolled in the ATL companion pass offer and booked 3 flights already before May 17 when can I start using the pass?
neutral,@SouthwestAir will do - if you follow back I can DM that info
neutral,@SouthwestAir how much is ur wifi fam
neutral,@SouthwestAir @Imaginedragons I tried. _Ÿ˜” It's okay
neutral,@SouthwestAir is the vinyl part of the prize too?
neutral,@SouthwestAir Looks like brooding skies out of ONT this evening. http://t.co/X9BLwgWA68
neutral,@SouthwestAir No monkey business we luv SWA!! #mdw2mci #homeandreadyfornexttrip http://t.co/2xJvUn66ZZ
neutral,@SouthwestAir I have a few questions about flying with my Maltese puppy. Can you DM me?
neutral,@SouthwestAir any word when the customer relations department will open back up?
neutral,@SouthwestAir can you tell me if flight 805 from MDW-FLL tomorrow (2/24) is at full capacity?  i'm hoping for a little bit of extra room! _Ÿ˜_
neutral,@SouthwestAir  Just left there  Friday!
neutral,@SouthwestAir Could you maybe hook (@FuyukaiDesuYo ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN &amp; would really love to go
neutral,@SouthwestAir I enjoyed a call from my good friend he's Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can
neutral,@SouthwestAir opened online applications for Fall 2015 intern positions throughout the company.  Apply via https://t.co/GmL7ot3IMH
neutral,@SouthwestAir honesty should always be the policy
neutral,@SouthwestAir I knew I was correct! http://t.co/9eueYxAwcv
neutral,"@SouthwestAir briughy me to @ComClassic, #AIF2015 &amp; so much more with the #agcommunity"
neutral,@SouthwestAir any deals to orlando in April/may??
neutral,@SouthwestAir #magazine feature: Desk Plants Increase Productivity by 15%. #LuvSWA #healthbenefitsofplants #gardening http://t.co/BVfAxDUBAQ
neutral,@SouthwestAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/iQnVyFPg4P
neutral,@SouthwestAir no fare giving out clues.  In route now.
neutral,@SouthwestAir How many tickets are left?
neutral,@SouthwestAir Why do you have to be 18 _Ÿ˜_
neutral,@SouthwestAir Any idea why TSA Pre-Check isn't showing for my next flight tomorrow? The number is in my profile...
neutral,@SouthwestAir still there? I was posted up in Downtown waiting for y'all. On my way!
neutral,@SouthwestAir are 5 people there?
neutral,"â€œ@SouthwestAir: Congrats to these fans who are seeing #DestinationDragons in L.A.! SLC, you're next! http://t.co/YcCITaeP3Sâ€ù Thanks again SW"
neutral,"@SouthwestAir Dang, if only practice was an hour Late Flightr today..."
neutral,"@SouthwestAir that was supposed to say ""boo"" not book. booo."
neutral,@SouthwestAir #Vegas I was there 5 days ago. Miss the  Warm Weather
neutral,@SouthwestAir: grrrrrr I need a flight there first! Maybe for my bday next month...
neutral,"@SouthwestAir is it possible to add travel arranged by my employer to my upcoming travel? I can retrieve a reservation, but that's it."
neutral,@SouthwestAir  I sent a email to customer relations and I will be calling tomorrow.
neutral,@SouthwestAir how do get priority seating after you already paid for the flight
neutral,@SouthwestAir Is it possible to add companion to only the 2nd leg of a trip?
neutral,@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb
neutral,"@SouthwestAir hi guys, do you have a general enquires email address please? Thanks David."
neutral,@southwestair watching planes do their thing https://t.co/iItoJhUIKH
neutral,@SouthwestAir continues to prove to be the best airlines _Ÿ’ª
neutral,@SouthwestAir thanks!!
neutral,"@SouthwestAir done. Sorry, I thought I was already."
neutral,@SouthwestAir if only you could control the weather in Las Vegas _Ÿ˜‰
neutral,@SouthwestAir could you please tell me if there is a way to add a RR# to a flight that already took place?
neutral,@SouthwestAir my ticket was booked 1/27 to CUN. Does the arrival time reflect that CUN is now on EST time?
neutral,"@SouthwestAir understand the weather, these kids need to get home! Nice kids doing volunteer work from a RI high school, please help"
neutral,"@SouthwestAir Thanks, Lindsey. Any idea when I'll get there?! Stuck in Denver and told to ""listen to the intercom better""."
neutral,"@SouthwestAir easy fix, let the business select actually board 1st, then board the pre-boards..."
neutral,@SouthwestAir need assistance getting an extension on a flight that has expired.
neutral,@SouthwestAir when can we expect customer service in Dallas to be available
neutral,@SouthwestAir Can my wife's RR points be transferred to my RR account?
neutral,@SouthwestAir : thanks.are flights operating now or Cancelled Flightled?
neutral,@SouthwestAir we checked in right at 24hr mark. Boarding C group with kids ages 6&amp;8 dnt want to be split. What sld we do?
neutral,@SouthwestAir : Hello..are flights taking off from @DallasLoveField airport this noon. Am supposed to travel on flight 376 to San antonio
neutral,@SouthwestAir We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)
neutral,"@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk"
neutral,@SouthwestAir to start daily #B737-700 flights from #Washington Reagan to #FtLauderdale on 8AUG #avgeek
neutral,@SouthwestAir to end its daily #B737-700 flights from #Washington Reagan to #FtMyers on 8AUG #avgeek
neutral,@SouthwestAir to start 2xdaily #B737-700 flights from #OrangeCounty to #Portland OR on 8AUG #avgeek
neutral,@SouthwestAir to start daily #B737-700 flights from #Columbus OH to #Oakland on 8AUG #avgeek
neutral,@SouthwestAir to start 2xdaily #B737-700 flights from #Columbus OH to #Boston @BostonLogan on 8AUG #avgeek
neutral,"@SouthwestAir @ClinicPolly Thank you-- I may have already responded but was 8UXZJ2"
neutral,@SouthwestAir Can you equip a 737 with flamethrowers and a snow plow?
neutral,"@SouthwestAir unveils 4 new routes, including  2 from #Ohio http://t.co/4uRzvBPJKO via @usatoday"
neutral,@SouthwestAir thanks for linking to #Passbook. Might be old news but this is my first 2015 flight.
neutral,@SouthwestAir didn't realize no clothes until at hotel - suggestions?
neutral,@SouthwestAir may want to direct that to the people at @FurryFiesta tok
